"Tissue","Quantile","Signature","Scale","Value"
"LUSC","25%","SBS11","exome",NA
"LUSC","30%","SBS11","exome",NA
"LUSC","35%","SBS11","exome",NA
"LUSC","40%","SBS11","exome",NA
"LUSC","45%","SBS11","exome",NA
"LUSC","50%","SBS11","exome",NA
"LUSC","55%","SBS11","exome",NA
"LUSC","60%","SBS11","exome",NA
"LUSC","65%","SBS11","exome",NA
"LUSC","70%","SBS11","exome",NA
"LUSC","75%","SBS11","exome",NA
"LUSC","80%","SBS11","exome",NA
"LUSC","85%","SBS11","exome",NA
"LUSC","90%","SBS11","exome",NA
"LUSC","95%","SBS11","exome",NA
"LUSC","5%","SBS12","genome",NA
"LUSC","10%","SBS12","genome",NA
"LUSC","15%","SBS12","genome",NA
"LUSC","20%","SBS12","genome",NA
"LUSC","25%","SBS12","genome",NA
"LUSC","30%","SBS12","genome",NA
"LUSC","35%","SBS12","genome",NA
"LUSC","40%","SBS12","genome",NA
"LUSC","45%","SBS12","genome",NA
"LUSC","50%","SBS12","genome",NA
"LUSC","55%","SBS12","genome",NA
"LUSC","60%","SBS12","genome",NA
"LUSC","65%","SBS12","genome",NA
"LUSC","70%","SBS12","genome",NA
"LUSC","75%","SBS12","genome",NA
"LUSC","80%","SBS12","genome",NA
"LUSC","85%","SBS12","genome",NA
"LUSC","90%","SBS12","genome",NA
"LUSC","95%","SBS12","genome",NA
"LUSC","5%","SBS12","exome",NA
"LUSC","10%","SBS12","exome",NA
"LUSC","15%","SBS12","exome",NA
"LUSC","20%","SBS12","exome",NA
"LUSC","25%","SBS12","exome",NA
"LUSC","30%","SBS12","exome",NA
"LUSC","35%","SBS12","exome",NA
"LUSC","40%","SBS12","exome",NA
"LUSC","45%","SBS12","exome",NA
"LUSC","50%","SBS12","exome",NA
"LUSC","55%","SBS12","exome",NA
"LUSC","60%","SBS12","exome",NA
"LUSC","65%","SBS12","exome",NA
"LUSC","70%","SBS12","exome",NA
"LUSC","75%","SBS12","exome",NA
"LUSC","80%","SBS12","exome",NA
"LUSC","85%","SBS12","exome",NA
"LUSC","90%","SBS12","exome",NA
"LUSC","95%","SBS12","exome",NA
"LUSC","5%","SBS13","genome",18.021
"LUSC","10%","SBS13","genome",21.938
"LUSC","15%","SBS13","genome",23.506
"LUSC","20%","SBS13","genome",29.744
"LUSC","25%","SBS13","genome",35.015
"LUSC","30%","SBS13","genome",38.35
"LUSC","35%","SBS13","genome",40.646
"LUSC","40%","SBS13","genome",50.572
"LUSC","45%","SBS13","genome",56.606
"LUSC","50%","SBS13","genome",58.87
"LUSC","55%","SBS13","genome",61.669
"LUSC","60%","SBS13","genome",64.192
"LUSC","65%","SBS13","genome",69.755
"LUSC","70%","SBS13","genome",76.168
"LUSC","75%","SBS13","genome",81.94
"LUSC","80%","SBS13","genome",114.476
"LUSC","85%","SBS13","genome",126.338
"LUSC","90%","SBS13","genome",139.024
"LUSC","95%","SBS13","genome",144.982
"LUSC","5%","SBS13","exome",0.26
"LUSC","10%","SBS13","exome",0.3
"LUSC","15%","SBS13","exome",0.36
"LUSC","20%","SBS13","exome",0.4
"LUSC","25%","SBS13","exome",0.44
"LUSC","30%","SBS13","exome",0.48
"LUSC","35%","SBS13","exome",0.58
"LUSC","40%","SBS13","exome",0.656
"LUSC","45%","SBS13","exome",0.783
"LUSC","50%","SBS13","exome",0.87
"LUSC","55%","SBS13","exome",0.94
"LUSC","60%","SBS13","exome",1.02
"LUSC","65%","SBS13","exome",1.1
"LUSC","70%","SBS13","exome",1.22
"LUSC","75%","SBS13","exome",1.38
"LUSC","80%","SBS13","exome",1.62
"LUSC","85%","SBS13","exome",1.878
"LUSC","90%","SBS13","exome",2.252
"LUSC","95%","SBS13","exome",3.646
"LUSC","5%","SBS14","genome",NA
"LUSC","10%","SBS14","genome",NA
"LUSC","15%","SBS14","genome",NA
"LUSC","20%","SBS14","genome",NA
"LUSC","25%","SBS14","genome",NA
"LUSC","30%","SBS14","genome",NA
"LUSC","35%","SBS14","genome",NA
"LUSC","40%","SBS14","genome",NA
"LUSC","45%","SBS14","genome",NA
"LUSC","50%","SBS14","genome",NA
"LUSC","55%","SBS14","genome",NA
"LUSC","60%","SBS14","genome",NA
"LUSC","65%","SBS14","genome",NA
"LUSC","70%","SBS14","genome",NA
"LUSC","75%","SBS14","genome",NA
"LUSC","80%","SBS14","genome",NA
"LUSC","85%","SBS14","genome",NA
"LUSC","90%","SBS14","genome",NA
"LUSC","95%","SBS14","genome",NA
"LUSC","5%","SBS14","exome",NA
"LUSC","10%","SBS14","exome",NA
"LUSC","15%","SBS14","exome",NA
"LUSC","20%","SBS14","exome",NA
"LUSC","25%","SBS14","exome",NA
"LUSC","30%","SBS14","exome",NA
"LUSC","35%","SBS14","exome",NA
"LUSC","40%","SBS14","exome",NA
"LUSC","45%","SBS14","exome",NA
"LUSC","50%","SBS14","exome",NA
"LUSC","55%","SBS14","exome",NA
"LUSC","60%","SBS14","exome",NA
"LUSC","65%","SBS14","exome",NA
"LUSC","70%","SBS14","exome",NA
"LUSC","75%","SBS14","exome",NA
"LUSC","80%","SBS14","exome",NA
"LUSC","85%","SBS14","exome",NA
"LUSC","90%","SBS14","exome",NA
"LUSC","95%","SBS14","exome",NA
"LUSC","5%","SBS15","genome",NA
"LUSC","10%","SBS15","genome",NA
"LUSC","15%","SBS15","genome",NA
"LUSC","20%","SBS15","genome",NA
"LUSC","25%","SBS15","genome",NA
"LUSC","30%","SBS15","genome",NA
"LUSC","35%","SBS15","genome",NA
"LUSC","40%","SBS15","genome",NA
"LUSC","45%","SBS15","genome",NA
"LUSC","50%","SBS15","genome",NA
"LUSC","55%","SBS15","genome",NA
"LUSC","60%","SBS15","genome",NA
"LUSC","65%","SBS15","genome",NA
"LUSC","70%","SBS15","genome",NA
"LUSC","75%","SBS15","genome",NA
"LUSC","80%","SBS15","genome",NA
"LUSC","85%","SBS15","genome",NA
"LUSC","90%","SBS15","genome",NA
"LUSC","95%","SBS15","genome",NA
"LUSC","5%","SBS15","exome",0.23
"LUSC","10%","SBS15","exome",0.24
"LUSC","15%","SBS15","exome",0.26
"LUSC","20%","SBS15","exome",0.28
"LUSC","25%","SBS15","exome",0.31
"LUSC","30%","SBS15","exome",0.34
"LUSC","35%","SBS15","exome",0.38
"LUSC","40%","SBS15","exome",0.42
"LUSC","45%","SBS15","exome",0.44
"LUSC","50%","SBS15","exome",0.46
"LUSC","55%","SBS15","exome",0.98
"LUSC","60%","SBS15","exome",1.5
"LUSC","65%","SBS15","exome",2.22
"LUSC","70%","SBS15","exome",2.94
"LUSC","75%","SBS15","exome",5.77
"LUSC","80%","SBS15","exome",8.6
"LUSC","85%","SBS15","exome",11.88
"LUSC","90%","SBS15","exome",15.16
"LUSC","95%","SBS15","exome",17.88
"LUSC","5%","SBS16","genome",NA
"LUSC","10%","SBS16","genome",NA
"LUSC","15%","SBS16","genome",NA
"LUSC","20%","SBS16","genome",NA
"LUSC","25%","SBS16","genome",NA
"LUSC","30%","SBS16","genome",NA
"LUSC","35%","SBS16","genome",NA
"LUSC","40%","SBS16","genome",NA
"LUSC","45%","SBS16","genome",NA
"LUSC","50%","SBS16","genome",NA
"LUSC","55%","SBS16","genome",NA
"LUSC","60%","SBS16","genome",NA
"LUSC","65%","SBS16","genome",NA
"LUSC","70%","SBS16","genome",NA
"LUSC","75%","SBS16","genome",NA
"LUSC","80%","SBS16","genome",NA
"LUSC","85%","SBS16","genome",NA
"LUSC","90%","SBS16","genome",NA
"LUSC","95%","SBS16","genome",NA
"LUSC","5%","SBS16","exome",NA
"LUSC","10%","SBS16","exome",NA
"LUSC","15%","SBS16","exome",NA
"LUSC","20%","SBS16","exome",NA
"LUSC","25%","SBS16","exome",NA
"LUSC","30%","SBS16","exome",NA
"LUSC","35%","SBS16","exome",NA
"LUSC","40%","SBS16","exome",NA
"LUSC","45%","SBS16","exome",NA
"LUSC","50%","SBS16","exome",NA
"LUSC","55%","SBS16","exome",NA
"LUSC","60%","SBS16","exome",NA
"LUSC","65%","SBS16","exome",NA
"LUSC","70%","SBS16","exome",NA
"LUSC","75%","SBS16","exome",NA
"LUSC","80%","SBS16","exome",NA
"LUSC","85%","SBS16","exome",NA
"LUSC","90%","SBS16","exome",NA
"LUSC","95%","SBS16","exome",NA
"LUSC","5%","SBS17a","genome",NA
"LUSC","10%","SBS17a","genome",NA
"LUSC","15%","SBS17a","genome",NA
"LUSC","20%","SBS17a","genome",NA
"LUSC","25%","SBS17a","genome",NA
"LUSC","30%","SBS17a","genome",NA
"LUSC","35%","SBS17a","genome",NA
"LUSC","40%","SBS17a","genome",NA
"LUSC","45%","SBS17a","genome",NA
"LUSC","50%","SBS17a","genome",NA
"LUSC","55%","SBS17a","genome",NA
"LUSC","60%","SBS17a","genome",NA
"LUSC","65%","SBS17a","genome",NA
"LUSC","70%","SBS17a","genome",NA
"LUSC","75%","SBS17a","genome",NA
"LUSC","80%","SBS17a","genome",NA
"LUSC","85%","SBS17a","genome",NA
"LUSC","90%","SBS17a","genome",NA
"LUSC","95%","SBS17a","genome",NA
"LUSC","5%","SBS17a","exome",NA
"LUSC","10%","SBS17a","exome",NA
"LUSC","15%","SBS17a","exome",NA
"LUSC","20%","SBS17a","exome",NA
"LUSC","25%","SBS17a","exome",NA
"LUSC","30%","SBS17a","exome",NA
"LUSC","35%","SBS17a","exome",NA
"LUSC","40%","SBS17a","exome",NA
"LUSC","45%","SBS17a","exome",NA
"LUSC","50%","SBS17a","exome",NA
"LUSC","55%","SBS17a","exome",NA
"LUSC","60%","SBS17a","exome",NA
"LUSC","65%","SBS17a","exome",NA
"LUSC","70%","SBS17a","exome",NA
"LUSC","75%","SBS17a","exome",NA
"LUSC","80%","SBS17a","exome",NA
"LUSC","85%","SBS17a","exome",NA
"LUSC","90%","SBS17a","exome",NA
"LUSC","95%","SBS17a","exome",NA
"LUSC","5%","SBS17b","genome",NA
"LUSC","10%","SBS17b","genome",NA
"LUSC","15%","SBS17b","genome",NA
"LUSC","20%","SBS17b","genome",NA
"LUSC","25%","SBS17b","genome",NA
"LUSC","30%","SBS17b","genome",NA
"LUSC","35%","SBS17b","genome",NA
"LUSC","40%","SBS17b","genome",NA
"LUSC","45%","SBS17b","genome",NA
"LUSC","50%","SBS17b","genome",NA
"LUSC","55%","SBS17b","genome",NA
"LUSC","60%","SBS17b","genome",NA
"LUSC","65%","SBS17b","genome",NA
"LUSC","70%","SBS17b","genome",NA
"LUSC","75%","SBS17b","genome",NA
"LUSC","80%","SBS17b","genome",NA
"LUSC","85%","SBS17b","genome",NA
"LUSC","90%","SBS17b","genome",NA
"LUSC","95%","SBS17b","genome",NA
"LUSC","5%","SBS17b","exome",NA
"LUSC","10%","SBS17b","exome",NA
"LUSC","15%","SBS17b","exome",NA
"LUSC","20%","SBS17b","exome",NA
"LUSC","25%","SBS17b","exome",NA
"LUSC","30%","SBS17b","exome",NA
"LUSC","35%","SBS17b","exome",NA
"LUSC","40%","SBS17b","exome",NA
"LUSC","45%","SBS17b","exome",NA
"LUSC","50%","SBS17b","exome",NA
"LUSC","55%","SBS17b","exome",NA
"LUSC","60%","SBS17b","exome",NA
"LUSC","65%","SBS17b","exome",NA
"LUSC","70%","SBS17b","exome",NA
"LUSC","75%","SBS17b","exome",NA
"LUSC","80%","SBS17b","exome",NA
"LUSC","85%","SBS17b","exome",NA
"LUSC","90%","SBS17b","exome",NA
"LUSC","95%","SBS17b","exome",NA
"LUSC","5%","SBS18","genome",NA
"LUSC","10%","SBS18","genome",NA
"LUSC","15%","SBS18","genome",NA
"LUSC","20%","SBS18","genome",NA
"LUSC","25%","SBS18","genome",NA
"LUSC","30%","SBS18","genome",NA
"LUSC","35%","SBS18","genome",NA
"LUSC","40%","SBS18","genome",NA
"LUSC","45%","SBS18","genome",NA
"LUSC","50%","SBS18","genome",NA
"LUSC","55%","SBS18","genome",NA
"LUSC","60%","SBS18","genome",NA
"LUSC","65%","SBS18","genome",NA
"LUSC","70%","SBS18","genome",NA
"LUSC","75%","SBS18","genome",NA
"LUSC","80%","SBS18","genome",NA
"LUSC","85%","SBS18","genome",NA
"LUSC","90%","SBS18","genome",NA
"LUSC","95%","SBS18","genome",NA
"LUSC","5%","SBS18","exome",2.78
"LUSC","10%","SBS18","exome",2.78
"LUSC","15%","SBS18","exome",2.78
"LUSC","20%","SBS18","exome",2.78
"LUSC","25%","SBS18","exome",2.78
"LUSC","30%","SBS18","exome",2.78
"LUSC","35%","SBS18","exome",2.78
"LUSC","40%","SBS18","exome",2.78
"LUSC","45%","SBS18","exome",2.78
"LUSC","50%","SBS18","exome",2.78
"LUSC","55%","SBS18","exome",2.78
"LUSC","60%","SBS18","exome",2.78
"LUSC","65%","SBS18","exome",2.78
"LUSC","70%","SBS18","exome",2.78
"LUSC","75%","SBS18","exome",2.78
"LUSC","80%","SBS18","exome",2.78
"LUSC","85%","SBS18","exome",2.78
"LUSC","90%","SBS18","exome",2.78
"LUSC","95%","SBS18","exome",2.78
"LUSC","5%","SBS19","genome",NA
"LUSC","10%","SBS19","genome",NA
"LUSC","15%","SBS19","genome",NA
"LUSC","20%","SBS19","genome",NA
"LUSC","25%","SBS19","genome",NA
"LUSC","30%","SBS19","genome",NA
"LUSC","35%","SBS19","genome",NA
"LUSC","40%","SBS19","genome",NA
"LUSC","45%","SBS19","genome",NA
"LUSC","50%","SBS19","genome",NA
"LUSC","55%","SBS19","genome",NA
"LUSC","60%","SBS19","genome",NA
"LUSC","65%","SBS19","genome",NA
"LUSC","70%","SBS19","genome",NA
"LUSC","75%","SBS19","genome",NA
"LUSC","80%","SBS19","genome",NA
"LUSC","85%","SBS19","genome",NA
"LUSC","90%","SBS19","genome",NA
"LUSC","95%","SBS19","genome",NA
"LUSC","5%","SBS19","exome",NA
"LUSC","10%","SBS19","exome",NA
"LUSC","15%","SBS19","exome",NA
"LUSC","20%","SBS19","exome",NA
"LUSC","25%","SBS19","exome",NA
"LUSC","30%","SBS19","exome",NA
"LUSC","35%","SBS19","exome",NA
"LUSC","40%","SBS19","exome",NA
"LUSC","45%","SBS19","exome",NA
"LUSC","50%","SBS19","exome",NA
"LUSC","55%","SBS19","exome",NA
"LUSC","60%","SBS19","exome",NA
"LUSC","65%","SBS19","exome",NA
"LUSC","70%","SBS19","exome",NA
"LUSC","75%","SBS19","exome",NA
"LUSC","80%","SBS19","exome",NA
"LUSC","85%","SBS19","exome",NA
"LUSC","90%","SBS19","exome",NA
"LUSC","95%","SBS19","exome",NA
"LUSC","5%","SBS20","genome",NA
"LUSC","10%","SBS20","genome",NA
"LUSC","15%","SBS20","genome",NA
"LUSC","20%","SBS20","genome",NA
"LUSC","25%","SBS20","genome",NA
"LUSC","30%","SBS20","genome",NA
"LUSC","35%","SBS20","genome",NA
"LUSC","40%","SBS20","genome",NA
"LUSC","45%","SBS20","genome",NA
"LUSC","50%","SBS20","genome",NA
"LUSC","55%","SBS20","genome",NA
"LUSC","60%","SBS20","genome",NA
"LUSC","65%","SBS20","genome",NA
"LUSC","70%","SBS20","genome",NA
"LUSC","75%","SBS20","genome",NA
"LUSC","80%","SBS20","genome",NA
"LUSC","85%","SBS20","genome",NA
"LUSC","90%","SBS20","genome",NA
"LUSC","95%","SBS20","genome",NA
"LUSC","5%","SBS20","exome",NA
"LUSC","10%","SBS20","exome",NA
"LUSC","15%","SBS20","exome",NA
"LUSC","20%","SBS20","exome",NA
"LUSC","25%","SBS20","exome",NA
"LUSC","30%","SBS20","exome",NA
"LUSC","35%","SBS20","exome",NA
"LUSC","40%","SBS20","exome",NA
"LUSC","45%","SBS20","exome",NA
"LUSC","50%","SBS20","exome",NA
"LUSC","55%","SBS20","exome",NA
"LUSC","60%","SBS20","exome",NA
"LUSC","65%","SBS20","exome",NA
"LUSC","70%","SBS20","exome",NA
"LUSC","75%","SBS20","exome",NA
"LUSC","80%","SBS20","exome",NA
"LUSC","85%","SBS20","exome",NA
"LUSC","90%","SBS20","exome",NA
"LUSC","95%","SBS20","exome",NA
"LUSC","5%","SBS21","genome",NA
"LUSC","10%","SBS21","genome",NA
"LUSC","15%","SBS21","genome",NA
"LUSC","20%","SBS21","genome",NA
"LUSC","25%","SBS21","genome",NA
"LUSC","30%","SBS21","genome",NA
"LUSC","35%","SBS21","genome",NA
"LUSC","40%","SBS21","genome",NA
"LUSC","45%","SBS21","genome",NA
"LUSC","50%","SBS21","genome",NA
"LUSC","55%","SBS21","genome",NA
"LUSC","60%","SBS21","genome",NA
"LUSC","65%","SBS21","genome",NA
"LUSC","70%","SBS21","genome",NA
"LUSC","75%","SBS21","genome",NA
"LUSC","80%","SBS21","genome",NA
"LUSC","85%","SBS21","genome",NA
"LUSC","90%","SBS21","genome",NA
"LUSC","95%","SBS21","genome",NA
"LUSC","5%","SBS21","exome",NA
"LUSC","10%","SBS21","exome",NA
"LUSC","15%","SBS21","exome",NA
"LUSC","20%","SBS21","exome",NA
"LUSC","25%","SBS21","exome",NA
"LUSC","30%","SBS21","exome",NA
"LUSC","35%","SBS21","exome",NA
"LUSC","40%","SBS21","exome",NA
"LUSC","45%","SBS21","exome",NA
"LUSC","50%","SBS21","exome",NA
"LUSC","55%","SBS21","exome",NA
"LUSC","60%","SBS21","exome",NA
"LUSC","65%","SBS21","exome",NA
"LUSC","70%","SBS21","exome",NA
"LUSC","75%","SBS21","exome",NA
"LUSC","80%","SBS21","exome",NA
"LUSC","85%","SBS21","exome",NA
"LUSC","90%","SBS21","exome",NA
"LUSC","95%","SBS21","exome",NA
"LUSC","5%","SBS22","genome",NA
"LUSC","10%","SBS22","genome",NA
"LUSC","15%","SBS22","genome",NA
"LUSC","20%","SBS22","genome",NA
"LUSC","25%","SBS22","genome",NA
"LUSC","30%","SBS22","genome",NA
"LUSC","35%","SBS22","genome",NA
"LUSC","40%","SBS22","genome",NA
"LUSC","45%","SBS22","genome",NA
"LUSC","50%","SBS22","genome",NA
"LUSC","55%","SBS22","genome",NA
"LUSC","60%","SBS22","genome",NA
"LUSC","65%","SBS22","genome",NA
"LUSC","70%","SBS22","genome",NA
"LUSC","75%","SBS22","genome",NA
"LUSC","80%","SBS22","genome",NA
"LUSC","85%","SBS22","genome",NA
"LUSC","90%","SBS22","genome",NA
"LUSC","95%","SBS22","genome",NA
"LUSC","5%","SBS22","exome",NA
"LUSC","10%","SBS22","exome",NA
"LUSC","15%","SBS22","exome",NA
"LUSC","20%","SBS22","exome",NA
"LUSC","25%","SBS22","exome",NA
"LUSC","30%","SBS22","exome",NA
"LUSC","35%","SBS22","exome",NA
"LUSC","40%","SBS22","exome",NA
"LUSC","45%","SBS22","exome",NA
"LUSC","50%","SBS22","exome",NA
"LUSC","55%","SBS22","exome",NA
"LUSC","60%","SBS22","exome",NA
"LUSC","65%","SBS22","exome",NA
"LUSC","70%","SBS22","exome",NA
"LUSC","75%","SBS22","exome",NA
"LUSC","80%","SBS22","exome",NA
"LUSC","85%","SBS22","exome",NA
"LUSC","90%","SBS22","exome",NA
"LUSC","95%","SBS22","exome",NA
"LUSC","5%","SBS23","genome",NA
"LUSC","10%","SBS23","genome",NA
"LUSC","15%","SBS23","genome",NA
"LUSC","20%","SBS23","genome",NA
"LUSC","25%","SBS23","genome",NA
"LUSC","30%","SBS23","genome",NA
"LUSC","35%","SBS23","genome",NA
"LUSC","40%","SBS23","genome",NA
"LUSC","45%","SBS23","genome",NA
"LUSC","50%","SBS23","genome",NA
"LUSC","55%","SBS23","genome",NA
"LUSC","60%","SBS23","genome",NA
"LUSC","65%","SBS23","genome",NA
"LUSC","70%","SBS23","genome",NA
"LUSC","75%","SBS23","genome",NA
"LUSC","80%","SBS23","genome",NA
"LUSC","85%","SBS23","genome",NA
"LUSC","90%","SBS23","genome",NA
"LUSC","95%","SBS23","genome",NA
"LUSC","5%","SBS23","exome",NA
"LUSC","10%","SBS23","exome",NA
"LUSC","15%","SBS23","exome",NA
"LUSC","20%","SBS23","exome",NA
"LUSC","25%","SBS23","exome",NA
"LUSC","30%","SBS23","exome",NA
"LUSC","35%","SBS23","exome",NA
"LUSC","40%","SBS23","exome",NA
"LUSC","45%","SBS23","exome",NA
"LUSC","50%","SBS23","exome",NA
"LUSC","55%","SBS23","exome",NA
"LUSC","60%","SBS23","exome",NA
"LUSC","65%","SBS23","exome",NA
"LUSC","70%","SBS23","exome",NA
"LUSC","75%","SBS23","exome",NA
"LUSC","80%","SBS23","exome",NA
"LUSC","85%","SBS23","exome",NA
"LUSC","90%","SBS23","exome",NA
"LUSC","95%","SBS23","exome",NA
"LUSC","5%","SBS24","genome",NA
"LUSC","10%","SBS24","genome",NA
"LUSC","15%","SBS24","genome",NA
"LUSC","20%","SBS24","genome",NA
"LUSC","25%","SBS24","genome",NA
"LUSC","30%","SBS24","genome",NA
"LUSC","35%","SBS24","genome",NA
"LUSC","40%","SBS24","genome",NA
"LUSC","45%","SBS24","genome",NA
"LUSC","50%","SBS24","genome",NA
"LUSC","55%","SBS24","genome",NA
"LUSC","60%","SBS24","genome",NA
"LUSC","65%","SBS24","genome",NA
"LUSC","70%","SBS24","genome",NA
"LUSC","75%","SBS24","genome",NA
"LUSC","80%","SBS24","genome",NA
"LUSC","85%","SBS24","genome",NA
"LUSC","90%","SBS24","genome",NA
"LUSC","95%","SBS24","genome",NA
"LUSC","5%","SBS24","exome",NA
"LUSC","10%","SBS24","exome",NA
"LUSC","15%","SBS24","exome",NA
"LUSC","20%","SBS24","exome",NA
"LUSC","25%","SBS24","exome",NA
"LUSC","30%","SBS24","exome",NA
"LUSC","35%","SBS24","exome",NA
"LUSC","40%","SBS24","exome",NA
"LUSC","45%","SBS24","exome",NA
"LUSC","50%","SBS24","exome",NA
"LUSC","55%","SBS24","exome",NA
"LUSC","60%","SBS24","exome",NA
"LUSC","65%","SBS24","exome",NA
"LUSC","70%","SBS24","exome",NA
"LUSC","75%","SBS24","exome",NA
"LUSC","80%","SBS24","exome",NA
"LUSC","85%","SBS24","exome",NA
"LUSC","90%","SBS24","exome",NA
"LUSC","95%","SBS24","exome",NA
"LUSC","5%","SBS26","genome",NA
"LUSC","10%","SBS26","genome",NA
"LUSC","15%","SBS26","genome",NA
"LUSC","20%","SBS26","genome",NA
"LUSC","25%","SBS26","genome",NA
"LUSC","30%","SBS26","genome",NA
"LUSC","35%","SBS26","genome",NA
"LUSC","40%","SBS26","genome",NA
"LUSC","45%","SBS26","genome",NA
"LUSC","50%","SBS26","genome",NA
"LUSC","55%","SBS26","genome",NA
"LUSC","60%","SBS26","genome",NA
"LUSC","65%","SBS26","genome",NA
"LUSC","70%","SBS26","genome",NA
"LUSC","75%","SBS26","genome",NA
"LUSC","80%","SBS26","genome",NA
"LUSC","85%","SBS26","genome",NA
"LUSC","90%","SBS26","genome",NA
"LUSC","95%","SBS26","genome",NA
"LUSC","5%","SBS26","exome",NA
"LUSC","10%","SBS26","exome",NA
"LUSC","15%","SBS26","exome",NA
"LUSC","20%","SBS26","exome",NA
"LUSC","25%","SBS26","exome",NA
"LUSC","30%","SBS26","exome",NA
"LUSC","35%","SBS26","exome",NA
"LUSC","40%","SBS26","exome",NA
"LUSC","45%","SBS26","exome",NA
"LUSC","50%","SBS26","exome",NA
"LUSC","55%","SBS26","exome",NA
"LUSC","60%","SBS26","exome",NA
"LUSC","65%","SBS26","exome",NA
"LUSC","70%","SBS26","exome",NA
"LUSC","75%","SBS26","exome",NA
"LUSC","80%","SBS26","exome",NA
"LUSC","85%","SBS26","exome",NA
"LUSC","90%","SBS26","exome",NA
"LUSC","95%","SBS26","exome",NA
"LUSC","5%","SBS28","genome",NA
"LUSC","10%","SBS28","genome",NA
"LUSC","15%","SBS28","genome",NA
"LUSC","20%","SBS28","genome",NA
"LUSC","25%","SBS28","genome",NA
"LUSC","30%","SBS28","genome",NA
"LUSC","35%","SBS28","genome",NA
"LUSC","40%","SBS28","genome",NA
"LUSC","45%","SBS28","genome",NA
"LUSC","50%","SBS28","genome",NA
"LUSC","55%","SBS28","genome",NA
"LUSC","60%","SBS28","genome",NA
"LUSC","65%","SBS28","genome",NA
"LUSC","70%","SBS28","genome",NA
"LUSC","75%","SBS28","genome",NA
"LUSC","80%","SBS28","genome",NA
"LUSC","85%","SBS28","genome",NA
"LUSC","90%","SBS28","genome",NA
"LUSC","95%","SBS28","genome",NA
"LUSC","5%","SBS28","exome",NA
"LUSC","10%","SBS28","exome",NA
"LUSC","15%","SBS28","exome",NA
"LUSC","20%","SBS28","exome",NA
"LUSC","25%","SBS28","exome",NA
"LUSC","30%","SBS28","exome",NA
"LUSC","35%","SBS28","exome",NA
"LUSC","40%","SBS28","exome",NA
"LUSC","45%","SBS28","exome",NA
"LUSC","50%","SBS28","exome",NA
"LUSC","55%","SBS28","exome",NA
"LUSC","60%","SBS28","exome",NA
"LUSC","65%","SBS28","exome",NA
"LUSC","70%","SBS28","exome",NA
"LUSC","75%","SBS28","exome",NA
"LUSC","80%","SBS28","exome",NA
"LUSC","85%","SBS28","exome",NA
"LUSC","90%","SBS28","exome",NA
"LUSC","95%","SBS28","exome",NA
"LUSC","5%","SBS29","genome",NA
"LUSC","10%","SBS29","genome",NA
"LUSC","15%","SBS29","genome",NA
"LUSC","20%","SBS29","genome",NA
"LUSC","25%","SBS29","genome",NA
"LUSC","30%","SBS29","genome",NA
"LUSC","35%","SBS29","genome",NA
"LUSC","40%","SBS29","genome",NA
"LUSC","45%","SBS29","genome",NA
"LUSC","50%","SBS29","genome",NA
"LUSC","55%","SBS29","genome",NA
"LUSC","60%","SBS29","genome",NA
"LUSC","65%","SBS29","genome",NA
"LUSC","70%","SBS29","genome",NA
"LUSC","75%","SBS29","genome",NA
"LUSC","80%","SBS29","genome",NA
"LUSC","85%","SBS29","genome",NA
"LUSC","90%","SBS29","genome",NA
"LUSC","95%","SBS29","genome",NA
"LUSC","5%","SBS29","exome",0.87
"LUSC","10%","SBS29","exome",0.94
"LUSC","15%","SBS29","exome",1.01
"LUSC","20%","SBS29","exome",1.08
"LUSC","25%","SBS29","exome",1.15
"LUSC","30%","SBS29","exome",1.22
"LUSC","35%","SBS29","exome",1.29
"LUSC","40%","SBS29","exome",1.36
"LUSC","45%","SBS29","exome",1.43
"LUSC","50%","SBS29","exome",1.5
"LUSC","55%","SBS29","exome",1.554
"LUSC","60%","SBS29","exome",1.608
"LUSC","65%","SBS29","exome",1.662
"LUSC","70%","SBS29","exome",1.716
"LUSC","75%","SBS29","exome",1.77
"LUSC","80%","SBS29","exome",1.824
"LUSC","85%","SBS29","exome",1.878
"LUSC","90%","SBS29","exome",1.932
"LUSC","95%","SBS29","exome",1.986
"LUSC","5%","SBS30","genome",NA
"LUSC","10%","SBS30","genome",NA
"LUSC","15%","SBS30","genome",NA
"LUSC","20%","SBS30","genome",NA
"LUSC","25%","SBS30","genome",NA
"LUSC","30%","SBS30","genome",NA
"LUSC","35%","SBS30","genome",NA
"LUSC","40%","SBS30","genome",NA
"LUSC","45%","SBS30","genome",NA
"LUSC","50%","SBS30","genome",NA
"LUSC","55%","SBS30","genome",NA
"LUSC","60%","SBS30","genome",NA
"LUSC","65%","SBS30","genome",NA
"LUSC","70%","SBS30","genome",NA
"LUSC","75%","SBS30","genome",NA
"LUSC","80%","SBS30","genome",NA
"LUSC","85%","SBS30","genome",NA
"LUSC","90%","SBS30","genome",NA
"LUSC","95%","SBS30","genome",NA
"LUSC","5%","SBS30","exome",3.66
"LUSC","10%","SBS30","exome",3.66
"LUSC","15%","SBS30","exome",3.66
"LUSC","20%","SBS30","exome",3.66
"LUSC","25%","SBS30","exome",3.66
"LUSC","30%","SBS30","exome",3.66
